StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,Gender_Label,Ethnicity_Label,ParentalEducation_Label,ParentalSupport_Label,GradeClass_Label,Total_Activities,Support_Score,Engagement_Score,At_Risk,GPA_Normalized,StudyTimeWeekly_Normalized,Absences_Normalized
1447,17,0,2,2,3.1447133018846696,23,0,4,0,1,0,1,1.5205038773800068,4.0,Female,Asian,Some College,Very High,A,2,6,4.786178325471168,1,0.3801259693450017,0.1573635114849163,0.7931034482758621
1448,16,0,0,2,13.812454841626831,3,0,3,1,1,1,1,3.2898231421759827,1.0,Female,Caucasian,Some College,High,D,4,5,11.453113710406708,0,0.8224557855439957,0.6913636885837199,0.1034482758620689
1449,17,0,0,2,10.268689942516405,17,1,3,1,0,0,0,2.1757392926719743,3.0,Female,Caucasian,Some College,High,B,1,5,7.567172485629101,0,0.5439348231679936,0.5139717751527886,0.5862068965517241
1450,16,0,2,2,13.01213046504207,13,0,1,0,0,0,0,1.8524286908169376,4.0,Female,Asian,Some College,Low,A,0,3,3.2530326162605174,1,0.4631071727042344,0.6513014732365826,0.4482758620689655
1451,16,0,3,2,17.7937482514333,24,0,3,1,1,0,1,1.4772887703973712,4.0,Female,Other,Some College,High,A,3,5,10.448437062858323,1,0.3693221925993428,0.8906571733385389,0.8275862068965517
1452,16,0,3,0,8.808691413120922,3,0,0,0,0,0,0,2.878926862568036,2.0,Female,Other,,,C,0,0,2.2021728532802305,0,0.719731715642009,0.4408879391452634,0.1034482758620689
1453,16,1,1,2,18.023552464347112,24,0,3,0,1,1,0,1.0580507720986625,4.0,Male,African American,Some College,High,A,2,5,8.505888116086778,1,0.2645126930246656,0.9021605913710116,0.8275862068965517
1454,16,1,0,2,15.013380285633096,9,0,2,0,0,0,1,2.572890420104166,2.0,Male,Caucasian,Some College,Moderate,C,1,4,5.753345071408274,0,0.6432226050260414,0.7514789807842942,0.3103448275862069
1455,15,1,2,0,9.772098517559694,2,0,3,1,0,1,0,3.5877355870777485,0.0,Male,Asian,,High,F,2,3,6.443024629389924,0,0.8969338967694371,0.4891136636317403,0.0689655172413793
1456,17,1,0,1,12.064442713159274,22,0,0,1,1,0,1,1.30141801379926,4.0,Male,Caucasian,High School,,A,3,1,9.016110678289818,1,0.325354503449815,0.6038626198059425,0.7586206896551724
1457,16,0,1,4,6.511622650380229,6,1,2,0,1,1,0,3.2094931359032093,1.0,Female,African American,Higher,Moderate,D,2,6,8.627905662595058,0,0.8023732839758023,0.3259024830820574,0.2068965517241379
1458,18,1,0,2,19.671945994775484,9,0,2,0,0,0,0,2.5372306390536963,2.0,Male,Caucasian,Some College,Moderate,C,0,4,4.917986498693871,0,0.6343076597634241,0.9846750049324924,0.3103448275862069
1459,17,1,1,2,13.34702326100792,12,0,1,1,0,0,0,1.9893957592572007,4.0,Male,African American,Some College,Low,A,1,3,5.33675581525198,1,0.4973489398143002,0.668065360108855,0.4137931034482758
1460,17,0,0,3,0.8769370499325979,3,1,2,0,1,1,0,3.0042333028010937,1.0,Female,Caucasian,Bachelor,Moderate,D,2,5,7.219234262483149,0,0.7510583257002734,0.0438443644703987,0.1034482758620689
1461,16,0,0,2,6.532438114960176,17,0,0,1,1,0,0,1.5135167558797396,4.0,Female,Caucasian,Some College,,A,2,2,5.633109528740044,1,0.3783791889699349,0.3269444526245961,0.5862068965517241
1462,15,1,3,2,12.46628867518115,10,0,2,0,0,0,1,2.172740551700977,3.0,Male,Other,Some College,Moderate,B,1,4,5.116572168795288,0,0.5431851379252443,0.623978012936409,0.3448275862068966
1463,16,1,0,2,1.126665555984796,24,1,2,0,0,0,1,0.6416491686246723,4.0,Male,Caucasian,Some College,Moderate,A,1,4,5.281666388996199,1,0.160412292156168,0.0563451422556202,0.8275862068965517
1464,15,0,1,3,0.4776838263828553,3,0,3,0,1,0,0,2.7535902317989964,2.0,Female,African American,Bachelor,High,C,1,6,2.1194209565957136,0,0.6883975579497491,0.0238587572742964,0.1034482758620689
1465,18,1,0,2,9.000484790556051,23,0,2,1,0,1,0,1.0384883524708666,4.0,Male,Caucasian,Some College,Moderate,A,2,4,6.250121197639013,1,0.2596220881177166,0.4504886308319887,0.7931034482758621
1466,17,0,0,2,6.6538035938534,13,0,2,1,1,0,0,2.255019102931137,3.0,Female,Caucasian,Some College,Moderate,B,2,4,5.66345089846335,0,0.5637547757327842,0.3330197017278125,0.4482758620689655
1467,18,0,0,1,8.765972160663317,17,0,4,0,0,0,0,1.666702257521599,4.0,Female,Caucasian,High School,Very High,A,0,5,2.1914930401658292,1,0.4166755643803997,0.4387495213468096,0.5862068965517241
1468,15,0,0,4,5.253866197600104,7,0,2,0,0,0,0,2.499459429635027,3.0,Female,Caucasian,Higher,Moderate,B,0,6,1.313466549400026,0,0.6248648574087567,0.2629423742315028,0.2413793103448275
1469,15,0,2,2,3.2943549388596183,26,1,2,0,0,0,0,0.2782154592390721,4.0,Female,Asian,Some College,Moderate,A,0,4,3.823588734714905,1,0.069553864809768,0.1648541935893038,0.896551724137931
1470,18,1,0,0,13.782867139606754,9,0,2,1,0,0,0,2.6375942281323583,2.0,Male,Caucasian,,Moderate,C,1,2,5.4457167849016885,0,0.6593985570330896,0.6898826030081268,0.3103448275862069
1471,15,0,3,3,10.29142232535601,4,0,3,1,1,0,1,3.0571217282122816,1.0,Female,Other,Bachelor,High,D,3,6,8.572855581339002,0,0.7642804320530704,0.5151097007780958,0.1379310344827586
1472,18,0,1,2,4.003084224987337,22,0,2,1,1,0,0,1.3619328272119078,4.0,Female,African American,Some College,Moderate,A,2,4,5.000771056246834,1,0.3404832068029769,0.2003313902290396,0.7586206896551724
1473,17,1,0,0,6.391788525199966,6,1,2,1,0,1,0,3.2389317177358112,1.0,Male,Caucasian,,Moderate,D,2,2,8.59794713129999,0,0.8097329294339528,0.3199038896749765,0.2068965517241379
1474,18,0,1,2,11.83615815326652,11,1,3,1,1,0,0,2.573034385056746,2.0,Female,African American,Some College,High,C,2,5,9.959039538316633,0,0.6432585962641865,0.5924352717625441,0.3793103448275862
1475,17,1,1,2,1.444586965449557,24,0,0,0,0,0,0,0.0,4.0,Male,African American,Some College,,A,0,2,0.3611467413623892,1,0.0,0.0722594844174745,0.8275862068965517
1476,18,1,2,3,2.949060185323591,2,1,3,0,1,0,1,3.1439098781210157,1.0,Male,Asian,Bachelor,High,D,2,6,7.737265046330898,0,0.7859774695302539,0.1475696110136387,0.0689655172413793
1477,15,1,0,1,1.4649120821478023,25,1,2,1,0,0,0,1.04646340029671,4.0,Male,Caucasian,High School,Moderate,A,1,3,5.36622802053695,1,0.2616158500741775,0.0732769083844859,0.8620689655172413
1478,18,0,0,3,16.246346654282377,3,0,2,0,0,0,1,2.8685742282208135,2.0,Female,Caucasian,Bachelor,Moderate,C,1,5,6.061586663570594,0,0.7171435570552034,0.8131981606840631,0.1034482758620689
1479,15,1,2,2,15.048184664240186,9,0,3,0,0,0,0,2.6394472915746228,2.0,Male,Asian,Some College,High,C,0,5,3.7620461660600464,0,0.6598618228936557,0.7532212000038695,0.3103448275862069
1480,18,1,3,0,15.06625863758514,3,0,1,0,0,0,0,2.669749932596335,2.0,Male,Other,,Low,C,0,1,3.766564659396285,0,0.6674374831490838,0.7541259374247311,0.1034482758620689
1481,18,0,2,4,14.32650686952056,14,1,3,0,1,1,0,2.794885282534225,2.0,Female,Asian,Higher,High,C,2,7,10.58162671738014,0,0.6987213206335563,0.717095833753398,0.4827586206896551
1482,16,1,0,2,13.387708473397383,28,1,4,0,0,0,1,1.1865697291923056,4.0,Male,Caucasian,Some College,Very High,A,1,6,8.346927118349345,1,0.2966424322980764,0.6701019590028512,0.9655172413793104
1483,15,1,2,1,9.5398383075635,9,0,2,0,0,0,0,2.520175258554297,2.0,Male,Asian,High School,Moderate,C,0,3,2.384959576890875,0,0.6300438146385743,0.4774873045932393,0.3103448275862069
1484,16,1,0,2,12.8455632701423,20,0,4,0,0,1,0,1.6010784880682591,4.0,Male,Caucasian,Some College,Very High,A,1,6,5.211390817535575,1,0.4002696220170648,0.6429635404844664,0.6896551724137931
1485,15,1,0,3,0.767231095759493,29,0,0,0,0,0,0,0.0,4.0,Male,Caucasian,Bachelor,,A,0,3,0.1918077739398732,1,0.0,0.0383527617034041,1.0
1486,16,1,0,1,12.429288453135692,21,1,3,0,0,1,0,1.5950547587554351,4.0,Male,Caucasian,High School,High,A,1,4,8.107322113283923,1,0.3987636896888588,0.6221258753446458,0.7241379310344828
1487,17,0,1,1,15.557554110737543,15,1,2,1,0,0,0,2.222002853095735,3.0,Female,African American,High School,Moderate,B,1,3,8.889388527684385,0,0.5555007132739338,0.7787189469848,0.5172413793103449
1488,18,1,0,1,10.007167207687804,14,0,2,0,0,0,1,1.6150931484836668,4.0,Male,Caucasian,High School,Moderate,A,1,3,4.501791801921951,1,0.4037732871209167,0.5008806080867733,0.4827586206896551
1489,15,1,0,1,7.150266568544739,18,0,1,1,1,0,1,1.6759194307143808,4.0,Male,Caucasian,High School,Low,A,3,2,7.787566642136184,1,0.4189798576785952,0.3578713833532543,0.6206896551724138
1490,15,0,2,2,5.5485346960195825,28,0,2,1,0,0,0,0.2143195035843396,4.0,Female,Asian,Some College,Moderate,A,1,4,3.387133674004896,1,0.0535798758960849,0.27769273444179,0.9655172413793104
1491,18,0,0,2,12.85604100324165,19,1,1,1,0,0,0,1.5567655569083212,4.0,Female,Caucasian,Some College,Low,A,1,3,8.214010250810412,1,0.3891913892270803,0.643488029319315,0.6551724137931034
1492,15,0,0,1,13.856023972598177,18,0,4,1,1,0,0,2.154199353389932,3.0,Female,Caucasian,High School,Very High,B,2,5,7.464005993149544,0,0.538549838347483,0.693544649152371,0.6206896551724138
1493,15,1,0,1,17.41935199725085,17,0,3,0,1,0,0,2.0706693123979414,3.0,Male,Caucasian,High School,High,B,1,4,6.354837999312712,0,0.5176673280994853,0.871915843199096,0.5862068965517241
1494,16,0,3,1,6.846681649219814,25,1,1,0,1,0,0,0.5672371067999946,4.0,Female,Other,High School,Low,A,1,2,6.7116704123049535,1,0.1418092766999986,0.3426746896500852,0.8620689655172413
1495,15,1,1,3,15.395446147711713,11,0,1,1,0,0,0,2.162688107920216,3.0,Male,African American,Bachelor,Low,B,1,4,5.848861536927928,0,0.540672026980054,0.7706042321088891,0.3793103448275862
1496,17,1,0,1,11.22711648378676,24,1,3,0,0,1,0,1.2912304259430896,4.0,Male,Caucasian,High School,High,A,1,4,7.80677912094669,1,0.3228076064857724,0.5619481852362048,0.8275862068965517
1497,17,0,2,4,17.656729813561583,15,0,2,0,1,1,0,2.340156389104695,3.0,Female,Asian,Higher,Moderate,B,2,6,8.414182453390396,0,0.5850390972761738,0.8837983766741545,0.5172413793103449
1498,18,0,2,2,10.556242165912415,0,0,1,0,0,0,0,2.9239697400630495,2.0,Female,Asian,Some College,Low,C,0,3,2.639060541478104,0,0.7309924350157624,0.5283659126228961,0.0
1499,15,1,0,1,10.352596567959344,15,1,2,1,0,1,0,2.1901466017791726,3.0,Male,Caucasian,High School,Moderate,B,2,3,9.588149141989836,0,0.5475366504447932,0.5181719287353787,0.5172413793103449
1500,18,0,1,3,11.557541628818182,1,0,2,0,0,0,0,3.0742141920071315,1.0,Female,African American,Bachelor,Moderate,D,0,5,2.8893854072045455,0,0.7685535480017829,0.5784884327953842,0.0344827586206896
1501,17,1,2,2,14.986307102848688,23,0,1,0,0,0,0,1.009430321848957,4.0,Male,Asian,Some College,Low,A,0,3,3.746576775712172,1,0.2523575804622393,0.7501237656857991,0.7931034482758621
1502,15,0,1,2,19.293809576569217,14,0,3,1,1,0,0,2.118500601923897,3.0,Female,African American,Some College,High,B,2,5,8.823452394142304,0,0.5296251504809742,0.965746451635865,0.4827586206896551
1503,15,0,0,4,1.471267084315313,6,0,3,1,0,0,0,2.615347947639846,2.0,Female,Caucasian,Higher,High,C,1,7,2.3678167710788283,0,0.6538369869099615,0.0735950237297323,0.2068965517241379
1504,18,0,2,0,1.0686920478203432,27,0,0,0,1,1,0,0.4159305071778432,4.0,Female,Asian,,,A,2,0,4.2671730119550855,1,0.1039826267944608,0.0534431349739922,0.9310344827586208
1505,17,1,1,0,18.75100674814677,0,1,4,1,0,0,0,3.9470929642201784,0.0,Male,African American,,Very High,F,1,4,9.687751687036693,0,0.9867732410550446,0.9385751140638524,0.0
1506,15,0,0,2,10.597512510364124,4,1,2,0,1,0,0,3.0173532270832526,1.0,Female,Caucasian,Some College,Moderate,D,1,4,7.649378127591032,0,0.7543383067708131,0.5304318017489157,0.1379310344827586
1507,18,1,0,1,12.298060291338722,9,1,1,1,0,0,0,2.813786291054958,2.0,Male,Caucasian,High School,Low,C,1,2,8.07451507283468,0,0.7034465727637395,0.6155569252647373,0.3103448275862069
1508,17,1,0,1,9.648472031894578,21,0,1,0,0,0,0,0.7696361214560695,4.0,Male,Caucasian,High School,Low,A,0,2,2.4121180079736444,1,0.1924090303640173,0.4829252342445702,0.7241379310344828
1509,18,1,0,0,1.8731490521494896,20,1,1,0,0,0,0,0.8922661351679123,4.0,Male,Caucasian,,Low,A,0,1,3.4682872630373724,1,0.223066533791978,0.0937122192201522,0.6896551724137931
1510,16,1,2,0,15.36178756837333,3,1,2,1,1,0,0,3.666290826527483,0.0,Male,Asian,,Moderate,F,2,2,10.840446892093333,0,0.9165727066318708,0.7689193687045189,0.1034482758620689
1511,15,0,0,2,14.94449290177174,13,0,1,0,1,0,0,1.4015482387657991,4.0,Female,Caucasian,Some College,Low,A,1,3,5.736123225442935,1,0.3503870596914498,0.7480306524718024,0.4482758620689655
1512,16,1,0,1,6.23406642985624,12,0,2,0,0,0,1,1.4233383361752172,4.0,Male,Caucasian,High School,Moderate,A,1,3,3.55851660746406,1,0.3558345840438043,0.3120087202492669,0.4137931034482758
1513,17,1,1,2,6.124784904568008,0,0,1,1,0,0,1,3.1496447435255135,1.0,Male,African American,Some College,Low,D,2,3,5.5311962261420025,0,0.7874111858813784,0.3065383633194389,0.0
1514,16,0,0,2,16.75682761811037,15,1,3,0,1,0,1,2.353731151756538,3.0,Female,Caucasian,Some College,High,B,2,5,11.189206904527593,0,0.5884327879391344,0.838751547413032,0.5172413793103449
1515,16,1,3,2,1.4471451548265324,22,0,3,1,1,0,0,1.1613543513353255,4.0,Male,Other,Some College,High,A,2,5,4.361786288706633,1,0.2903385878338314,0.0723875409114633,0.7586206896551724
1516,17,0,0,0,17.622102967131315,8,1,2,0,0,0,0,2.6471959858736853,2.0,Female,Caucasian,,Moderate,C,0,2,7.405525741782829,0,0.6617989964684213,0.8820650442666108,0.2758620689655172
1517,18,1,0,2,5.1332337979182885,21,0,3,0,1,1,0,1.2989979848488324,4.0,Male,Caucasian,Some College,High,A,2,5,5.283308449479572,1,0.3247494962122081,0.2569038212206375,0.7241379310344828
1518,16,0,0,0,11.859694955109878,15,1,4,1,0,0,0,2.6441973683601545,2.0,Female,Caucasian,,Very High,C,1,4,7.96492373877747,0,0.6610493420900386,0.5936134645698846,0.5172413793103449
1519,18,1,0,2,18.719883580035553,18,0,3,0,0,0,0,1.737989618721448,4.0,Male,Caucasian,Some College,High,A,0,5,4.679970895008888,1,0.434497404680362,0.9370171669368668,0.6206896551724138
1520,16,0,0,3,13.56245003073293,14,0,2,0,0,0,0,2.0187768989965207,3.0,Female,Caucasian,Bachelor,Moderate,B,0,5,3.3906125076832323,0,0.5046942247491302,0.6788490796765263,0.4827586206896551
1521,18,1,2,2,8.288596249340731,25,0,2,0,1,0,0,0.7177804975968944,4.0,Male,Asian,Some College,Moderate,A,1,4,4.072149062335183,1,0.1794451243992236,0.4148532898680776,0.8620689655172413
1522,17,1,3,2,13.790684178108304,13,0,3,1,0,0,0,2.2675844008883907,3.0,Male,Other,Some College,High,B,1,5,5.447671044527076,0,0.5668961002220977,0.6902739041967303,0.4482758620689655
1523,16,0,0,2,6.879592726327404,19,1,1,0,0,0,0,1.2714946229661936,4.0,Female,Caucasian,Some College,Low,A,0,3,4.719898181581851,1,0.3178736557415484,0.3443221349822103,0.6551724137931034
1524,17,0,1,1,5.545168326983722,9,1,2,0,1,0,0,2.6216668933929705,2.0,Female,African American,High School,Moderate,C,1,3,6.38629208174593,0,0.6554167233482426,0.2775242225168776,0.3103448275862069
1525,16,0,2,3,19.93366555869359,20,0,2,0,0,0,0,1.228528505250038,4.0,Female,Asian,Bachelor,Moderate,A,0,5,4.983416389673398,1,0.3071321263125095,0.997776024765212,0.6896551724137931
1526,17,0,2,3,15.015804623595754,11,0,3,0,1,0,1,2.4953123609841468,3.0,Female,Asian,Bachelor,High,B,2,6,7.753951155898939,0,0.6238280902460367,0.7516003370148125,0.3793103448275862
1527,17,1,0,1,12.894399547636352,27,0,3,0,1,0,0,0.7017618078332725,4.0,Male,Caucasian,High School,High,A,1,4,5.2235998869090885,1,0.1754404519583181,0.6454081610945098,0.9310344827586208
1528,16,1,0,2,7.105792864386375,0,0,2,1,1,1,0,3.8649768612963977,0.0,Male,Caucasian,Some College,Moderate,F,3,4,7.776448216096593,0,0.9662442153240994,0.3556451421373109,0.0
1529,16,0,0,3,0.9832165831009632,20,0,1,1,0,1,0,0.684651926072042,4.0,Female,Caucasian,Bachelor,Low,A,2,4,4.2458041457752405,1,0.1711629815180105,0.0491644492627096,0.6896551724137931
1530,16,1,2,4,0.6211375207031122,16,1,4,0,0,0,0,1.88585022368373,4.0,Male,Asian,Higher,Very High,A,0,8,3.155284380175778,1,0.4714625559209325,0.0310396866103802,0.5517241379310345
1531,15,0,2,2,11.083625108975976,8,1,0,0,1,0,0,2.3278327626806856,3.0,Female,Asian,Some College,,B,1,2,7.770906277243994,0,0.5819581906701714,0.5547653697100084,0.2758620689655172
1532,18,0,0,2,15.240654420781022,22,0,0,1,0,1,0,0.8802328124843197,4.0,Female,Caucasian,Some College,,A,2,2,7.810163605195255,1,0.2200582031210799,0.7628557495189727,0.7586206896551724
1533,15,1,0,1,10.7475838088771,18,0,2,0,0,1,0,1.4119815069059265,4.0,Male,Caucasian,High School,Moderate,A,1,3,4.686895952219275,1,0.3529953767264816,0.5379439916238602,0.6206896551724138
1534,15,1,3,4,16.81570143878229,24,0,3,0,1,1,1,1.6625318303754022,4.0,Male,Other,Higher,High,A,3,7,10.203925359695573,1,0.4156329575938505,0.8416986220631035,0.8275862068965517
1535,17,1,2,1,0.6685306618644327,17,0,3,1,0,0,0,1.3415984768250016,4.0,Male,Asian,High School,High,A,1,4,2.167132665466108,1,0.3353996192062504,0.0334120674633593,0.5862068965517241
1536,16,1,3,2,7.335041528518802,27,0,4,1,1,0,0,0.6592029163279249,4.0,Male,Other,Some College,Very High,A,2,6,5.8337603821297,1,0.1648007290819812,0.3671207508020236,0.9310344827586208
1537,18,1,2,1,4.741407823483561,6,0,1,0,0,1,0,2.153371206457846,3.0,Male,Asian,High School,Low,B,1,2,3.1853519558708903,0,0.5383428016144615,0.2372900033417021,0.2068965517241379
1538,17,1,0,1,8.94545936314244,8,0,2,0,0,1,0,2.4431029199121954,3.0,Male,Caucasian,High School,Moderate,B,1,3,4.23636484078561,0,0.6107757299780489,0.4477341970210139,0.2758620689655172
1539,15,1,1,2,1.4475278638824496,21,0,1,0,0,0,0,0.2700885546341743,4.0,Male,African American,Some College,Low,A,0,3,0.3618819659706124,1,0.0675221386585435,0.0724066983594456,0.7241379310344828
1540,16,0,1,4,19.08263283142145,25,0,3,0,0,1,0,1.316724623344178,4.0,Female,African American,Higher,High,A,1,7,6.770658207855362,1,0.3291811558360445,0.9551754775559304,0.8620689655172413
1541,17,0,0,0,4.465108021387218,20,0,2,1,0,0,0,0.8177142023856205,4.0,Female,Caucasian,,Moderate,A,1,2,3.1162770053468045,1,0.2044285505964051,0.2234591336396061,0.6896551724137931
1542,16,0,1,2,18.446155509671694,11,0,0,0,1,0,0,2.056945969742978,3.0,Female,African American,Some College,,B,1,2,6.611538877417924,0,0.5142364924357445,0.9233150316248456,0.3793103448275862
1543,17,0,2,0,8.517863100733635,6,1,3,1,0,0,0,3.219333348074609,1.0,Female,Asian,,High,D,1,3,7.129465775183409,0,0.8048333370186522,0.4263298089410786,0.2068965517241379
1544,16,0,0,1,19.71048266510436,13,1,2,0,0,0,0,2.2408700600381573,3.0,Female,Caucasian,High School,Moderate,B,0,3,7.92762066627609,0,0.5602175150095393,0.9866040532417109,0.4482758620689655
1545,15,1,2,2,11.081167669204214,14,1,2,0,1,0,0,1.9137997969013387,4.0,Male,Asian,Some College,Moderate,A,1,4,7.770291917301053,1,0.4784499492253347,0.5546423564865964,0.4827586206896551
1546,18,0,1,2,18.616657283516147,14,0,3,0,0,1,0,2.240334376463302,3.0,Female,African American,Some College,High,B,1,5,6.654164320879037,0,0.5600835941158255,0.9318499194536708,0.4827586206896551
1547,15,0,3,1,0.1069797738844569,5,0,1,1,0,0,0,2.2545475861917157,3.0,Female,Other,High School,Low,B,1,2,2.0267449434711144,0,0.5636368965479289,0.0053022494185414,0.1724137931034483
1548,18,0,0,1,14.964776123618002,20,0,1,1,1,1,0,1.8913004299388907,4.0,Female,Caucasian,High School,Low,A,3,2,9.7411940309045,1,0.4728251074847227,0.7490459792884193,0.6896551724137931
1549,16,0,0,0,18.061013062050307,13,0,1,0,0,1,0,2.2062263414776675,3.0,Female,Caucasian,,Low,B,1,1,6.515253265512577,0,0.5515565853694169,0.9040357742045296,0.4482758620689655
1550,17,0,1,1,2.7944113395790815,1,1,2,0,1,0,0,3.335098154642011,1.0,Female,African American,High School,Moderate,D,1,3,5.69860283489477,0,0.8337745386605028,0.1398282806947482,0.0344827586206896
1551,15,0,0,4,1.9225170346430296,7,0,1,1,1,0,0,2.4119864614713284,3.0,Female,Caucasian,Higher,Low,B,2,5,4.480629258660757,0,0.6029966153678321,0.0961834556385027,0.2413793103448275
1552,18,0,2,3,8.491452143719112,12,0,3,0,1,0,0,2.1609785190420574,3.0,Female,Asian,Bachelor,High,B,1,6,4.122863035929778,0,0.5402446297605143,0.425007743190745,0.4137931034482758
1553,15,1,2,1,18.673578122658704,22,0,1,0,1,0,0,1.165394363121266,4.0,Male,Asian,High School,Low,A,1,2,6.668394530664676,1,0.2913485907803165,0.9346992327848478,0.7586206896551724
1554,18,1,0,2,10.847731203808774,5,0,4,0,0,0,0,2.58350063639477,2.0,Male,Caucasian,Some College,Very High,C,0,6,2.7119328009521935,0,0.6458751590986925,0.5429571170759783,0.1724137931034483
1555,15,0,1,3,10.549129274434645,4,1,1,0,1,0,0,3.017063255946228,1.0,Female,African American,Bachelor,Low,D,1,4,7.637282318608661,0,0.754265813986557,0.5280098592544615,0.1379310344827586
1556,18,1,1,0,2.822522365986438,4,0,1,1,1,0,1,2.5761746968185832,2.0,Male,African American,,Low,C,3,1,6.705630591496609,0,0.6440436742046458,0.1412354476216965,0.1379310344827586
1557,18,1,0,3,0.0157902218643757,24,0,1,0,0,0,0,0.2333498804715068,4.0,Male,Caucasian,Bachelor,Low,A,0,4,0.0039475554660939,1,0.0583374701178767,0.0007375309402326,0.8275862068965517
1558,16,1,3,3,16.202801814909225,0,0,3,1,0,0,0,3.646516388949796,0.0,Male,Other,Bachelor,High,F,1,6,6.050700453727306,0,0.911629097237449,0.8110184160914169,0.0
1559,18,1,2,0,1.7514912597247645,8,1,2,1,1,0,0,2.6054252316173008,2.0,Male,Asian,,Moderate,C,2,2,7.437872814931192,0,0.6513563079043252,0.0876223376404169,0.2758620689655172
1560,16,0,1,1,12.67699637470648,5,0,3,1,0,1,0,3.3669295153821057,1.0,Female,African American,High School,High,D,2,4,7.16924909367662,0,0.8417323788455264,0.6345255077780704,0.1724137931034483
1561,18,1,2,4,18.29232909030383,19,0,3,0,1,0,0,1.5837802579379994,4.0,Male,Asian,Higher,High,A,1,7,6.573082272575958,1,0.3959450644844998,0.9156148698915592,0.6551724137931034
1562,17,1,0,2,4.17303826316862,25,0,4,0,0,1,0,0.7763967059483814,4.0,Male,Caucasian,Some College,Very High,A,1,6,3.0432595657921553,1,0.1940991764870953,0.2088388597950538,0.8620689655172413
1563,17,1,3,0,13.305456724738216,29,1,3,0,0,1,0,0.7834866400151184,4.0,Male,Other,,High,A,1,3,8.326364181184553,1,0.1958716600037796,0.6659846443690975,1.0
1564,17,0,1,1,1.5739715341501892,6,0,0,0,0,1,0,2.328311711261717,3.0,Female,African American,High School,,B,1,1,2.3934928835375473,0,0.5820779278154292,0.0787361488869495,0.2068965517241379
1565,18,0,2,2,12.07510287675226,8,0,3,1,0,0,0,2.718465435794503,2.0,Female,Asian,Some College,High,C,1,5,5.018775719188065,0,0.6796163589486257,0.6043962406501812,0.2758620689655172
1566,16,0,2,2,3.278634419064055,4,1,4,1,0,0,0,3.2448822032661777,1.0,Female,Asian,Some College,Very High,D,1,6,5.819658604766014,0,0.8112205508165444,0.1640672641044037,0.1379310344827586
1567,16,0,0,2,14.71907121030356,13,1,4,1,0,0,0,2.8656747490202017,2.0,Female,Caucasian,Some College,Very High,C,1,6,8.67976780257589,0,0.7164186872550504,0.7367466123853917,0.4482758620689655
1568,18,0,2,4,6.024625895878164,4,0,1,0,0,0,0,2.326326756466653,3.0,Female,Asian,Higher,Low,B,0,5,1.506156473969541,0,0.5815816891166633,0.3015246565119425,0.1379310344827586
1569,17,0,0,1,9.267820176092926,7,1,3,0,1,1,0,3.303066678642581,1.0,Female,Caucasian,High School,High,D,2,4,9.316955044023231,0,0.8257666696606453,0.4638707645000789,0.2413793103448275
1570,17,0,0,2,11.988610840552434,6,0,1,0,0,0,0,2.4892182377565297,3.0,Female,Caucasian,Some College,Low,B,0,3,2.997152710138109,0,0.6223045594391324,0.6000666679401303,0.2068965517241379
1571,16,1,0,2,3.4254682133247916,12,1,1,1,1,1,0,2.600264186907329,2.0,Male,Caucasian,Some College,Low,C,3,3,9.856367053331198,0,0.6500660467268322,0.1714173926997782,0.4137931034482758
1572,17,1,3,2,14.832756372352415,12,0,3,0,0,0,0,2.119171492034809,3.0,Male,Other,Some College,High,B,0,5,3.708189093088104,0,0.5297928730087023,0.7424374042405778,0.4137931034482758
1573,15,1,2,1,6.052806812736291,7,0,4,0,0,0,0,2.522694547891483,2.0,Male,Asian,High School,Very High,C,0,5,1.5132017031840728,0,0.6306736369728707,0.3029353219781973,0.2413793103448275
1574,16,0,2,4,13.24743719825507,10,1,2,0,0,0,0,2.475854110200245,3.0,Female,Asian,Higher,Moderate,B,0,6,6.311859299563768,0,0.6189635275500612,0.6630803335267543,0.3448275862068966
1575,17,0,2,3,3.165661013987473,27,1,3,1,0,0,0,0.782809234051424,4.0,Female,Asian,Bachelor,High,A,1,6,5.791415253496869,1,0.195702308512856,0.1584121010041729,0.9310344827586208
1576,16,0,1,2,13.762353184127004,25,0,0,1,0,0,0,0.7664048694920337,4.0,Female,African American,Some College,,A,1,2,5.440588296031751,1,0.1916012173730084,0.6888557262490328,0.8620689655172413
1577,15,0,3,2,2.563761456209235,17,1,0,1,0,0,0,1.2836220775478306,4.0,Female,Other,Some College,,A,1,2,5.640940364052309,1,0.3209055193869576,0.1282825305368105,0.5862068965517241
1578,16,0,0,1,8.507129925399672,24,0,2,1,0,0,0,0.6431459327503606,4.0,Female,Caucasian,High School,Moderate,A,1,3,4.1267824813499185,1,0.1607864831875901,0.4257925333136352,0.8275862068965517
1579,16,1,0,2,4.944121474777536,18,1,2,0,0,0,0,1.6692302172984,4.0,Male,Caucasian,Some College,Moderate,A,0,4,4.236030368694384,1,0.4173075543246,0.2474373363351057,0.6206896551724138
1580,16,1,0,2,14.96750498856365,5,0,3,0,0,0,0,3.2820700505937532,1.0,Male,Caucasian,Some College,High,D,0,5,3.7418762471409126,0,0.8205175126484383,0.7491825793699668,0.1724137931034483
